Index,Alpha,Solver,Loss
62,338212.6861520953,2,0.741366255144033
63,20131.13529414874,2,0.577925925925926
64,201.7792074552152,2,0.6010534979423869
65,474166.4549539937,2,0.7669465020576132
66,158.32132481858577,2,0.6020246913580247
67,227.74578812580364,2,0.6007736625514404
68,1105.714008911512,2,0.5904197530864197
69,1112.09943786252,2,0.5904691358024692
70,2334.8862658301146,4,0.5764115226337447
71,986.3501937573936,4,0.5899094650205761
72,2484.794447799331,4,0.5756213991769548
73,2162.7974992004347,4,0.5776625514403293
74,2913.034940045226,4,0.5721975308641976
75,2613.173508202154,4,0.5744362139917696
76,3347.6921850776016,4,0.5701728395061728
77,3043.3488719458824,4,0.5711111111111111
78,2806.3721009169103,3,0.5721152263374486
79,52458.121512464575,3,0.6155390946502057
80,6681.993115454832,3,0.5635555555555556
81,6473.182223729128,3,0.5621069958847738
82,52800.38158557196,3,0.6162633744855968
83,49614.34551911805,3,0.6136131687242798
84,49552.51537622044,3,0.6133004115226337
85,53641.80664321647,3,0.6165925925925926
86,55222.494926441264,3,0.6183703703703703
87,7615.542831305125,3,0.563835390946502
88,7578.865531623171,3,0.5633909465020577
89,7373.873292326077,3,0.5634897119341564
90,17430.796170558402,3,0.5730534979423869
91,7759.818652537741,3,0.563604938271605
92,7546.556073324677,3,0.5629300411522633
93,9376.815608254648,5,0.5630123456790124
94,20440.848556056226,5,0.5783539094650205
95,169389.63403899383,5,0.6822551440329219
96,7854.086511389841,5,0.5632592592592592
97,16013.578757563437,5,0.5702551440329219
98,7362.143124400485,5,0.5632098765432099
99,574.252364085819,5,0.5945020576131688
100,7870.256575608574,5,0.5632592592592592
101,5805.6715893432765,5,0.5635061728395061
102,14974.866523150891,5,0.5689053497942387
103,15319.434541886045,5,0.5693004115226337
104,1185716.7327819867,5,0.8042139917695473
105,15456.59740360184,5,0.569530864197531
106,28303.696764306027,5,0.5899588477366255
107,23844.20303688615,5,0.5833086419753086
108,30021.14179853536,5,0.5920000000000001
109,33000.185651537184,5,0.5951111111111111
110,34829.0971939714,5,0.5972016460905349
111,4126.1432946428,5,0.567045267489712
112,29936.7954797808,6,0.591917695473251
113,4163.92411732132,5,0.567045267489712
114,4817.071813686232,0,0.5652345679012345
115,97830.20565448048,0,0.6456131687242798
116,1690.4606279726083,5,0.5818271604938272
117,691.3583986856662,5,0.5933497942386832
118,10692.559924047977,5,0.5641316872427984
119,1551.419249090941,5,0.5832592592592593
120,1530.370626416278,5,0.583440329218107
121,1578.0028732619635,5,0.5828477366255145
122,666.6084437779316,5,0.5937283950617285
123,9677.049722118663,1,0.5629958847736625
124,711.8317243595346,1,0.5933004115226337
125,1320.0739120366509,1,0.5863539094650205
126,11583.148983604982,1,0.5645925925925925
127,10911.583958870207,1,0.5640164609053497
128,11967.43901215471,1,0.564954732510288
129,8114.314831337371,3,0.5636378600823045
130,9491.757910282126,3,0.5630946502057613
131,5627.917454412156,3,0.5639012345679013
132,5723.505224840416,3,0.5642139917695473
133,5700.621544341759,3,0.563604938271605
134,5850.106836892092,3,0.5636707818930041
135,4884.284894242696,3,0.5657283950617285
136,5758.4634844335205,3,0.5633580246913581
137,8488.640330901264,3,0.5630617283950619
138,3910.9714692255984,3,0.5682304526748971
139,3543.5968425943524,6,0.56959670781893
140,9117.633014577726,3,0.5626666666666666
141,8795.22311691598,3,0.563045267489712
142,120811213.4735381,3,0.80640329218107
143,20040.312056993705,3,0.5778930041152264
144,52690690.85782912,3,0.8059588477366255
145,21275765.449792117,3,0.8062716049382717
146,20264.407182761606,3,0.577761316872428
147,21695.14309899325,3,0.5800987654320988
148,18817.95089471237,3,0.5749958847736625
149,18925.90164031449,3,0.5758024691358024
150,2945.816608679946,3,0.5722962962962963
151,17687.1872992487,3,0.5731687242798353
152,15324.163802424657,3,0.5694320987654321
153,2412.5815761849663,3,0.5762139917695474
154,2857.791328689397,3,0.5729382716049383
155,2805.2798913169795,3,0.5730864197530865
156,2257.053136121143,3,0.5766255144032921
157,2298.499708530686,3,0.5771028806584363
158,10534.773608466472,3,0.5641810699588478
159,12811.398811742203,3,0.5661893004115226
160,10715.2579158908,3,0.5639012345679013
161,12004.495104918997,0,0.5650534979423869
162,8915.507060229966,3,0.5631934156378601
163,8372.09941654865,3,0.562880658436214
164,9916.452859558303,3,0.5635720164609053
165,7373.29502064694,3,0.5632427983539094
166,8620.037846113419,6,0.5629958847736625
167,9047.33220873663,6,0.5631275720164609
168,9094.364353349134,6,0.563045267489712
169,8752.221369239676,6,0.5628312757201646
170,10209.626816862308,6,0.5635061728395061
171,9582.342292683,6,0.5630288065843622
172,35973.55228890879,6,0.5986502057613169
173,40895.983659106896,6,0.6042469135802468
174,75461.35616303205,6,0.6327572016460905
175,3971.153233707878,6,0.5675390946502057
176,4117.314038532625,6,0.5671111111111111
177,11434.010266599003,6,0.5645267489711934
178,8973.316392779767,6,0.5630946502057613
179,988866566.2376788,6,0.8062716049382717
180,7708.018528813556,6,0.5631111111111111
181,1459858587.7983704,6,0.8062716049382717
182,8967.404885730108,6,0.5631275720164609
183,12847.390622460454,6,0.5659917695473251
184,13017.18699850767,6,0.5661893004115226
185,6997.652281326175,6,0.5632921810699589
186,6700.0991927706655,6,0.5631111111111111
187,27231.048045351385,6,0.5883786008230452
188,8386.162705000965,6,0.5629135802469136
189,5097.905571967032,6,0.5648065843621399
190,4826.849852187516,6,0.565283950617284
191,26397.02932783014,6,0.5871111111111111
192,4760.438152457808,6,0.5655308641975308
193,4061.8759307552473,6,0.5671440329218107
194,7145.44115271814,6,0.563275720164609
195,7218.472912867782,6,0.5631934156378601
196,8124.086294800668,6,0.5631769547325103
197,6991.205321554954,6,0.5633086419753086
198,3.7840114146208736,6,0.6045432098765432
199,9133.012987331713,6,0.5629958847736625
